{{-0.07408959, 0.20598824, -0.004102826, -0.029565096, -0.14445159, 0.06844179, 0.015395686, -0.107750185, 0.108165756, 0.11809681}, 
{-0.03820871, 0.1793404, 0.17585473, 0.14640976, 0.15445979, -0.09852884, -0.0876832, 0.14108975, 0.097702935, -0.034449756}, 
{-0.01766099, -0.04610713, -0.20035729, 0.14420356, -0.1822016, -0.18982121, 0.073193535, -0.041794762, 0.05982144, -0.094302826}, 
{-0.023487538, 0.17618339, 0.17210348, 0.06490372, 0.19574375, 0.008389235, 0.18605499, -0.18068397, -0.173924, -0.18628955}, 
{-0.070976704, 0.04106477, 0.15134294, 0.011028737, 0.1163163, 0.15838598, -0.019600034, -0.1288648, 0.019496575, 0.11266117}, 
{-0.10579639, -0.20111035, 0.16686685, 0.12838863, 0.12400387, -0.08128539, 0.14102174, 0.18771906, -0.13059399, -0.13249364}, 
{0.18806995, 0.19015776, 0.080859885, 0.08731054, -0.141967, 0.14201258, -0.12090578, 0.07294111, 0.12740903, 0.1771114}, 
{0.20277546, -0.1824854, 0.040167287, 0.111565426, 0.10287203, -0.010559186, 0.13541965, -0.11947298, -0.14145936, 0.07873045}, 
{0.20191436, 0.20091926, -0.11506745, -0.09718215, -0.19806647, -0.08254364, 0.12138294, 0.19360279, 0.19865061, 0.0016404986}, 
{0.00874643, 0.029243246, -0.14129636, -0.012026101, 0.006837219, -0.14654905, 0.13463451, 0.045498297, 0.048041746, 0.1361651}, 
{-0.10966387, -0.18768178, 0.00084234774, 0.046852723, 0.19146605, -0.041793868, 0.16833504, 0.09868853, -0.11334442, -0.13638559}, 
{-0.16726172, 0.0113891065, -0.08882895, 0.014105067, -0.17169102, -0.041272223, 0.018473461, 0.026617318, -0.08259614, -0.09802087}, 
{-0.14308918, -0.14851052, 0.18390246, -0.019781724, 0.07069497, 0.08789374, -0.070367515, 0.20503779, 0.019311532, 0.08860935}, 
{-0.14793491, 0.15068857, 0.14330609, 0.045860484, 0.1123236, 0.052830115, 0.17764248, -0.1506221, -0.16294707, -0.18452412}, 
